text,style 
" Говоря все это одним духом, женщина эта смотрит то на вас, то на матроса, который, отвернувшись и как будто не слушая ее, щиплет у себя на подушке корпию, и глаза ее блестят каким-то особенным восторгом. 
 Вы начинаете понимать защитников Севастополя; вам становится почему-то совестно за самого себя перед этим человеком.  Вам хотелось бы сказать ему слишком много, чтобы выразить ему свое сочувствие и удивление; но вы не находите слов или недовольны теми, которые приходят вам в голову, — и вы молча склоняетесь перед этим молчаливым, бессознательным величием и твердостью духа, этой стыдливостью перед собственным достоинством. 
 Это белокурый, с пухлым и бледным лицом человек.",0
" Он лежит навзничь, закинув назад левую руку, в положении, выражающем жестокое страдание.  Сухой открытый рот с трудом выпускает хрипящее дыхание; голубые оловянные глаза закачены кверху, и из-под сбившегося одеяла высунут остаток правой руки, обвернутый бинтами.  Тяжелый запах мертвого тела сильнее поражает вас, и пожирающий внутренний жар, проникающий все члены страдальца, проникает как будто и вас.",0
"
 Немного далее вы видите старого солдата, который переменяет белье.  Лицо и тело его какого-то коричневого цвета и худы, как скелет.  Руки у него совсем нет: она вылущена в плече.  Он сидит бодро, он поправился; но по мертвому, тусклому взгляду, по ужасной худобе и морщинам лица вы видите, что это существо, уже выстрадавшее лучшую часть своей жизни.",0
"
 С другой стороны вы увидите на койке страдальческое, бледное и нежное лицо женщины, на котором играет во всю щеку горячечный румянец. 
 Теперь, ежели нервы ваши крепки, пройдите в дверь налево: в той комнате делают перевязки и операции.  Вы увидите там докторов с окровавленными по локти руками и бледными угрюмыми физиономиями, занятых около койки, на которой, с открытыми глазами и говоря, как в бреду, бессмысленные, иногда простые и трогательные слова, лежит раненый под влиянием хлороформа.  Доктора заняты отвратительным, но благодетельным делом ампутаций.  Вы увидите, как острый кривой нож входит в белое здоровое тело; увидите, как с ужасным, раздирающим криком и проклятиями раненый вдруг приходит в чувство; увидите, как фельдшер бросит в угол отрезанную руку; увидите, как на носилках лежит, в той же комнате, другой раненый и, глядя на операцию товарища, корчится и стонет не столько от физической боли, сколько от моральных страданий ожидания, — увидите ужасные, потрясающие душу зрелища; увидите войну не в правильном, красивом и блестящем строе, с музыкой и барабанным боем, с развевающимися знаменами и гарцующими генералами, а увидите войну в настоящем ее выражении — в крови, в страданиях, в смерти.",0
". . 
 Выходя из этого дома страданий, вы непременно испытаете отрадное чувство, полнее вдохнете в себя свежий воздух, почувствуете удовольствие в сознании своего здоровья, но вместе с тем в созерцании этих страданий почерпнете сознание своего ничтожества и спокойно, без нерешимости пойдете на бастионы. . .",0
"
 Навстречу попадутся вам, может быть, из церкви похороны какого-нибудь офицера, с розовым гробом и музыкой и развевающимися хоругвями; до слуха вашего долетят, может быть, звуки стрельбы с бастионов, но это не наведет вас на прежние мысли; похороны покажутся вам весьма красивым воинственным зрелищем, звуки — весьма красивыми воинственными звуками, и вы не соедините ни с этим зрелищем, ни с этими звуками мысли ясной, перенесенной на себя, о страданиях и смерти, как вы это сделали на перевязочном пункте. 
 Пройдя церковь и баррикаду, вы войдете в самую оживленную внутреннею жизнью часть города.  С обеих сторон вывески лавок, трактиров.  Купцы, женщины в шляпках и платочках, щеголеватые офицеры — все говорит вам о твердости духа, самоуверенности, безопасности жителей.",0
"
 Зайдите в трактир направо, ежели вы хотите послушать толки моряков и офицеров: там уж, верно, идут рассказы про нынешнюю ночь, про Феньку, про дело двадцать четвертого, про то, как дорого и нехорошо подают котлетки, и про то, как убит тот-то и тот-то товарищ. 
 На другом углу стола, за тарелками котлет с горошком и бутылкой кислого крымского вина, называемого «бордо», сидят два пехотных офицера: один, молодой, с красным воротником и с двумя звездочками на шинели, рассказывает другому, старому, с черным воротником и без звездочек, про альминское дело.",0
" Первый уже немного выпил, и по остановкам, которые бывают в его рассказе, по нерешительному взгляду, выражающему сомнение в том, что ему верят, и главное, что слишком велика роль, которую он играл во всем этом, и слишком все страшно, заметно, что он сильно отклоняется от строгого повествования истины.  Но вам не до этих рассказов, которые вы долго еще будете слушать во всех углах России: вы хотите скорее идти на бастионы, именно на четвертый, про который вам так много и так различно рассказывали.",0
" Когда кто-нибудь говорит, что он был на четвертом бастионе, он говорит это с особенным удовольствием и гордостью; когда кто говорит: «Я иду на четвертый бастион», — непременно заметны в нем маленькое волнение или слишком большое равнодушие; когда хотят подшутить над кем-нибудь, говорят. 
 В полчаса, которые вы провели в трактире, погода успела перемениться: туман, расстилавшийся по морю, собрался в серые, скучные, сырые тучи и закрыл солнце; какая-то печальная изморось сыплется сверху и мочит крыши, тротуары и солдатские шинели. .",0
". 
 Пройдя еще одну баррикаду, вы выходите из дверей направо и поднимаетесь вверх по большой улице.",0
" За этой баррикадой дома по обеим сторонам улицы необитаемы, вывесок нет, двери закрыты досками, окна выбиты, где отбит угол стены, где пробита крыша.  Строения кажутся старыми, испытавшими всякое горе и нужду ветеранами и как будто гордо и несколько презрительно смотрят на вас.  По дороге спотыкаетесь вы на валяющиеся ядра и в ямы с водой, вырытые в каменном грунте бомбами.  По улице встречаете вы и обгоняете команды солдат, пластунов, офицеров; изредка встречаются женщина или ребенок, но женщина уже не в шляпке, а матроска в старой шубейке и в солдатских сапогах.  Проходя дальше по улице и спустясь под маленький изволок, вы замечаете вокруг себя уже не дома, а какие-то странные груды развалин — камней, досок, глины, бревен; впереди себя на крутой горе видите какое-то черное, грязное пространство, изрытое канавами, и это-то впереди и есть четвертый бастион.",0
. .,0
" Здесь народу встречается еще меньше, женщин совсем не видно, солдаты идут скоро, по дороге попадаются капли крови, и непременно встретите тут четырех солдат с носилками и на носилках бледно-желтоватое лицо и окровавленную шинель.  Ежели вы спросите: «Куда ранен?» — носильщики сердито, не поворачиваясь к вам, скажут: в ногу или в руку, ежели он ранен легко; или сурово промолчат, ежели из-за носилок не видно головы и он уже умер или тяжело ранен. 
 Недалекий свист ядра или бомбы, в то самое время как вы станете подниматься на гору, неприятно поразит вас.  Вы вдруг поймете, и совсем иначе, чем понимали прежде, значение тех звуков выстрелов, которые вы слушали в городе.",0
" Какое-нибудь тихо-отрадное воспоминание вдруг блеснет в вашем воображении; собственная ваша личность начнет занимать вас больше, чем наблюдения; у вас станет меньше внимания ко всему окружающему, и какое-то неприятное чувство нерешимости вдруг овладеет вами.  Несмотря на этот подленький голос при виде опасности, вдруг заговоривший внутри вас, вы, особенно взглянув на солдата, который, размахивая руками и осклизаясь под гору, по жидкой грязи, рысью, со смехом бежит мимо вас, — вы заставляете молчать этот голос, невольно выпрямляете грудь, поднимаете выше голову и карабкаетесь вверх на скользкую глинистую гору.  Только что вы немного взобрались в гору, справа и слева вас начинают жужжать штуцерные пули, и вы, может быть, призадумаетесь, не идти ли вам по траншее, которая ведет параллельно с дорогой; но траншея эта наполнена такой жидкой, желтой, вонючей грязью выше колена, что вы непременно выберете дорогу по горе, тем более что вы видите, все идут по дороге.  Пройдя шагов двести, вы входите в изрытое грязное пространство, окруженное со всех сторон турами, насыпями, погребами, платформами, землянками, на которых стоят большие чугунные орудия и правильными кучами лежат ядра.  Все это кажется вам нагороженным без всякой цели, связи и порядка.",0
" Где на батарее сидит кучка матросов, где посередине площадки, до половины потонув в грязи, лежит разбитая пушка, где пехотный солдатик, с ружьем переходящий через батареи и с трудом вытаскивающий ноги из липкой грязи.  Но везде, со всех сторон и во всех местах, видите черепки, неразорванные бомбы, ядра, следы лагеря, и все это затопленное в жидкой, вязкой грязи.  Как вам кажется, недалеко от себя слышите вы удар ядра, со всех сторон, кажется, слышите различные звуки пуль — жужжащие, как пчела, свистящие, быстрые или визжащие, как струна, — слышите ужасный гул выстрела, потрясающий всех вас, и который вам кажется чем-то ужасно страшным.  «Так вот он, четвертый бастион, вот оно, это страшное, действительно ужасное место!» — думаете вы себе, испытывая маленькое чувство гордости и большое чувство подавленного страха.",0
" Но разочаруйтесь: это еще не четвертый бастион.  Это Язоновский редут — место сравнительно очень безопасное и вовсе не страшное.  Чтобы идти на четвертый бастион, возьмите направо, по этой узкой траншее, по которой, нагнувшись, побрел пехотный солдатик.",0
" По траншее этой встретите вы, может быть, опять носилки, матроса, солдат с лопатами, увидите проводники мин, землянки в грязи, в которые, согнувшись, могут влезать только два человека, и там увидите пластунов черноморских батальонов, которые там переобуваются, едят, курят трубки, живут, и увидите опять везде ту же вонючую грязь, следы лагеря и брошенный чугун во всевозможных видах.  Пройдя еще шагов триста, вы снова выходите на батарею — на площадку, изрытую ямами и обставленную турами, насыпанными землей, орудиями на платформах и земляными валами.  Здесь увидите вы, может быть, человек пять матросов, играющих в карты под бруствером, и морского офицера, который, заметив в вас нового человека, любопытного, с удовольствием покажет вам свое хозяйство и все, что для вас может быть интересного.  Офицер этот так спокойно свертывает папиросу из желтой бумаги, сидя на орудии, так спокойно прохаживается от одной амбразуры к другой, так спокойно, без малейшей аффектации говорит с вами, что, несмотря на пули, которые чаще, чем прежде, жужжат над вами, вы сами становитесь хладнокровны и внимательно расспрашиваете и слушаете рассказы офицера.  Офицер этот расскажет вам, — но только, ежели вы его расспросите, — про бомбардированье пятого числа, расскажет, как на его батарее только одно орудие могло действовать, и из всей прислуги осталось восемь человек, и как все-таки на другое утро, шестого, он палил 2 из всех орудий; расскажет вам, как пятого попала бомба в матросскую землянку и положила одиннадцать человек; покажет вам из амбразуры батареи и траншеи неприятельские, которые не дальше здесь как в тридцати — сорока саженях.",0
" Одного я боюсь, что под влиянием жужжания пуль, высовываясь из амбразуры, чтобы посмотреть неприятеля, вы ничего не увидите, а ежели увидите, то очень удивитесь, что этот белый каменистый вал, который так близко от вас и на котором вспыхивают белые дымки, этот-то белый вал и есть неприятель — он, как говорят солдаты и матросы. 
 Даже очень может быть, что морской офицер, из тщеславия или просто так, чтобы доставить себе удовольствие, захочет при вас пострелять немного.  «Послать комендора и прислугу к пушке», — и человек четырнадцать матросов живо, весело, кто засовывая в карман трубку, кто дожевывая сухарь, постукивая подкованными сапогами по платформе, подойдут к пушке и зарядят ее.  Вглядитесь в лица, в осанки и в движения этих людей: в каждой мышце, в ширине этих плеч, в толщине этих ног, обутых в громадные сапоги, в каждом движении, спокойном, твердом, неторопливом, видны эти главные черты, составляющие силу русского, — простоты и упрямства; но здесь на каждом лице кажется вам, что опасность, злоба и страдания войны, кроме этих главных признаков, проложили еще следы сознания своего достоинства и высокой мысли и чувства.",0
"
 Итак, вы видели защитников Севастополя на самом месте защиты и идете назад, почему-то не обращая внимания на ядра и пули, продолжающие свистать по всей дороге до разрушенного театра, — идете с спокойным, возвысившимся духом.  Главное, отрадное убеждение, которое вы вынесли, — это убеждение в невозможности взять Севастополь, и не только взять Севастополь, но поколебать где бы то ни было силу русского народа, — и эту невозможность видели вы не в этом множестве траверсов, брустверов, хитросплетенных траншей, мин и орудий, одних на других, из которых вы ничего не поняли, но видели ее в глазах, речах, приемах, в том, что называется духом защитников Севастополя.  То, что они делают, делают они так просто, так малонапряженно и усиленно, что, вы убеждены, они еще могут сделать во сто раз больше. . .",0
" они всё могут сделать.  Вы понимаете, что чувство, которое заставляет работать их, не есть то чувство мелочности, тщеславия, забывчивости, которое испытывали вы сами, но какое-нибудь другое чувство, более властное, которое сделало из них людей, так же спокойно живущих под ядрами, при ста случайностях смерти вместо одной, которой подвержены все люди, и живущих в этих условиях среди беспрерывного труда, бдения и грязи.  Из-за креста, из-за названия, из угрозы не могут принять люди эти ужасные условия: должна быть другая, высокая побудительная причина.  И эта причина есть чувство, редко проявляющееся, стыдливое в русском, но лежащее в глубине души каждого, — любовь к родине.",0
" Только теперь рассказы о первых временах осады Севастополя, когда в нем не было укреплений, не было войск, не было физической возможности удержать его и все-таки не было ни малейшего сомнения, что он не отдастся неприятелю, — о временах, когда этот герой, достойный древней Греции, — Корнилов, объезжая войска, говорил: «Умрем, ребята, а не отдадим Севастополя», — и наши русские, неспособные к фразерству, отвечали: «Умрем! ура!» —только теперь рассказы про эти времена перестали быть для вас прекрасным историческим преданием, но сделались достоверностью, фактом.  Вы ясно поймете, вообразите себе тех людей, которых вы сейчас видели, теми героями, которые в те тяжелые времена не упали, а возвышались духом и с наслаждением готовились к смерти, не за город, а за родину.  Надолго оставит в России великие следы эта эпопея Севастополя, которой героем был народ русский.",0
". . 
 Уже вечереет.  Солнце перед самым закатом вышло из-за серых туч, покрывающих небо, и вдруг багряным светом осветило лиловые тучи, зеленоватое море, покрытое кораблями и лодками, колыхаемое ровной широкой зыбью, и белые строения города, и народ, движущийся по улицам.",0
" По воде разносятся звуки какого-то старинного вальса, который играет полковая музыка на бульваре, и звуки выстрелов с бастионов, которые странно вторят им. 
 На узком операционном столе лежал, раскинувшись, пес Шарик и голова его беспомощно колотилась о белую клеенчатую подушку.  Живот его был выстрижен и теперь доктор Борменталь, тяжело дыша и спеша, машинкой вьедаясь в шерсть, стриг голову Шарика.  Филипп Филиппович, опершись ладонями на край стола, блестящими, как золотые обода его очков, глазами наблюдал за этой процедурой и говорил взволнованно. 
 Руки он вздымал в это время, как будто благословлял на трудный подвиг злосчастного пса Шарика.",0
" Он старался, чтобы ни одна пылинка не села на черную резину. 
 Из-под выстриженной шерсти засверкала беловатая кожа собаки.",0
" Борменталь отшвырнул машинку и вооружился бритвой.  Он намылил беспомощную маленькую голову и стал брить.  Сильно хрустело под лезвием, кое-где выступала кровь.  Обрив голову, тяпнутый мокрым бензиновым комочком обтер ее, затем оголенный живот пса растянул и промолвил, отдуваясь: ""готово"".",0
"
 Зина открыла кран над раковиной и Борменталь бросился мыть руки.  Зина из склянки полила их спиртом. 
 Зина пропала.  Борменталь засуетился дальше.  Легкими марлевыми салфеточками он обложил голову Шарика и тогда на подушке оказался никем не виданный лысый песий череп и странная бородатая морда.",0
"
 Тут шевельнулся жрец.  Он выпрямился, глянул на собачью голову и сказал.",0
"
 Борменталь из сверкающей груды на столике вынул маленький брюхатый ножик и подал его жрецу.  Затем он облекся в такие же черные перчатки, как и жрец. 
 Зубы Филиппа Филипповича сжались, глазки приобпели остренький, колючий блеск и, взмахнув ножичком, он метко и длинно протянул по животу Шарика рану.",0
" Кожа тотчас разошлась и из нее брызнула кровь в разные стороны.  Борменталь набросился хищно, стал комьями марли давить Шарикову рану, затем маленькими, как бы сахарными щипчиками зажал ее края и она высохла.",0
" На лбу у Борменталя пузырьками выступил пот.  Филипп Филиппович полоснул второй раз и тело Шарика вдвоем начли разрывать крючьями, ножницами, какими-то скобками.  Выскочили розовые и желтые, плачущие кровавой росой ткани.  Филипп Филиппович вертел ножом в теле, потом крикнул: ""ножницы!"".",0
"
 Инструмент мелькнул в руках у тяпнутого, как у фокусника.  Филипп Филиппович залез в глубину и в несколько поворотов вырвал из тела Шарика его семенные железы с какими-то обрывками.  Борменталь, собершенно мокрый от усердия и волнения, бросился к стеклянной банке и извлек из нее другие, мокрые, обвисшие семенные железы.",0
" В руках у профессора и ассистента запрыгали, завились короткие влажные струны.  Дробно защелкали кривые иглы в зажимах, семенные железы вшили на место Шариковых.  Жрец отвалился от раны, ткнул в нее комком марли и скомандовал.",0
"
 Нож вскочил ему в руки как бы сам собой, после чего лицо Филиппа Филипповича стало страшным.  Он оскалил фарфоровые и золотые коронки и одним приемом навел на лбу Шарика красный венец.  Кожу с бритыми волосами откинули как скальп.  Обнажили костяной череп.",0
" Филипп Филиппович крикнул. 
 Борменталь подал ему блестящий коловорот.  Кусая губы, Филипп Филиппович начал втыкать коловорот и высверливать в черепе Шарика маленькие дырочки в сантиметре расстояния одна от другой, так, что они шли кругом всего черепа.  На каждую он тратил не более пяти секунд.",0
" Потом пилой невиданного фасона, сунув ее хвост в первую дырочку, начал пилить, как выпиливают дамский рукодельный ящик.  Череп тихо визжал и трясся.",0
" Минуты через три крышку черепа с Шарика сняли. 
 Тогда обнажился купол Шарикового мозга — серый с синеватыми прожилками и красноватыми пятнами.  Флипп Филиппович в’елся ножницами в оболочки и их вскрыл.  Один раз ударил тонкий фонтан крови, чуть не попал в глаз профессору, и окропил его колпак.  Борменталь с торзионным пинцетом, как тигр, бросился зажимать и зажал.",0
 Пот с Борменталя полз потоками и лицо его стало мясистым и разноцветным.  Глаза его метались от рук профессора к тарелке на инструментальном столе.  Филипп же Филиппович стал положительно страшен.,0
" Сипение вырывалось из его носа, зубы открылись до десен.  Он ободрал оболочку с мозга и пошел куда-то вглубь, выдвигая из вскрытой чаши полушария мозга.  В это время Борменталь начал бледнеть, одной рукой охватил грудь Шарика и хрипловато сказал.",0
"
 Филипп Филиппович зверски оглянулся на него, что-то промычал и врезался еще глубже.  Борменталь с хрустом сломал стеклянную ампулку, насосал из нее шприц и коварно кольнул Шарика где-то у сердца.",0
"
 Борменталь подал ему склянку, в которой болтался на нитке в жидкости белый комочек.  Одной рукой — ""не имеет равных в Европе… Ей-богу!"", — Смутно подумал Борменталь, — он выхватил болтающийся комочек, а другой, ножницами, выстриг такой же в глубине где-то между распяленными полушариями.  Шариков комочек он вышвырнул на тарелку, а новый заложил в мозг вместе с ниткой и своими короткими пальцами, ставшими точно чудом тонкими и гибкими, ухитрился янтарной нитью его там замотать.",0
" После этого он выбросил из головы какие-то распялки, пинцет, мозг упрятал назад в костяную чашу, откинулся и уже поспокойнее спросил. 
 Профессор оболочками забросал мозг, отпиленную крышку приложил как по мерке, скальп надвинул и взревел. 
 И вот на подушке появилась на окрашенном кровью фоне безжизненная потухшая морда Шарика с кольцевой раной на голове.  Тут же Филипп Филиппович отвалился окончательно, как сытый вампир, сорвал одну перчатку, выбросив из нее облако потной пудры, другую разорвал, швырнул на пол и позвонил, нажав кнопку в стене.",0
" Зина появилась на пороге, отвернувшись, чтобы не видеть Шарика в крови.  Жрец снял меловыми руками окровавленный куколь и крикнул. 
 Он подбородком лег на край стола, двумя пальцами раздвинул правое веко пса, заглянул в явно умирающий глаз и молвил. 
 Был зимний вечер.",0
" Конец января.  Предобеденное, предприемное время.  На притолоке у двери в приемную висел белый лист бумаги, на коем рукою Филиппа Филипповича было написано. 
 И синим карандащом крупными, как пирожные, буквами рукой Борменталя.",0
"
 В столовой было совершенно по-вечернему, благодаря лампе под шелковым абажуром.  Свет из буфета падал перебитый пополам зеркальные стекла были заклеены косым крестом от одной фасетки до другой.",0
" Филипп Филиппович, склонившись над столом, погрузился в развернутый громадный лист газеты.  Молнии коверкали его лицо и сквозь зубы сыпались оборванные, куцые, воркующие слова.  Он читал заметку. 
 Выражались в гнилом буржуазном обществе) сын.  Вот как развлекается наша псевдоученая буржуазия.",0
" Семь комнат каждый умеет занимать до тех пор, пока блистающий меч правосудия не сверкнул над ним красным лучом. 
 Очень настойчиво с залихватской ловкостью играли за двумя стенами на балалайке, и звуки хитрой вариации ""светит месяц"" смешивались в голове Филиппа Филипповича со словами заметки в ненавистную кашу.  Дочитав, он сухо плюнул через плечо и машинально запел сквозь зубы. 
 Он позвонил.  Зинино лицо просунулось между полотнищами портьеры.",0
"
 Филипп Филиппович сидел у стола в кресле.  Между пальцами левой руки торчал коричневый окурок сигары.  У портьеры, прислонившись к притолоке, стоял, заложив ногу за ногу, человек маленького роста и несимпатичной наружности.",0
" Волосы у него на голове росли жесткие, как бы кустами на выкорчеванном поле, а лицо покрывал небритый пух.  Лоб поражал своей малой вышиной.  Почти непосредственно над черными кисточками раскиданных бровей начиналась густая головная щетка. 
 Часы на стене рядом с деревянным рябчиком прозвенели пять раз.  Внутри них еще что-то стонало, когда вступил в беседу Филипп Филиппович.",0
"
 Человек кашлянул сипло, точно подавившись косточкой, и ответил. 
 Голос у него был необыкновенный, глуховатый, и в то же время гулкий, как в маленький бочонок. 
 Филипп Филиппович покачал головой и спросил. 
 Человечек, глазами следуя пальцу, скосил их через оттопыренную губу и любовно поглядел на галстук.",0
"
 Филипп Филиппович повертел головой и заговорил веско. 
 Ведь вы мешаете.  Там женщины. 
 Лицо человека потемнело и губы оттопырились. 
 Филипп Филиппович глянул строго.",0
"
 Молчание. 
 Филипп Филиппович покраснел, очки сверкнули. 
 Дерзкое выражение загорелось в человеке.",0
"
 Глаза Филиппа Филипповича сделались совершенно круглыми, сигара вывалилась из рук.  ""Ну, тип"", — пролетело у него в голове.",0
"
 Филипп Филиппович, бледнея, слушал рассуждения человека.  Тот прервал речь и демонстративно направился к пепельнице с изжеванной папиросой в руке.  Походка у него была развалистая.  Он долго мял окурок в раковине с выражением, ясно говорящим: ""На! На!"".",0
" Затушив папиросу, он на ходу вдруг лязгнул зубами и сунул нос под мышку. 
 Филипп Филиппович обратил взор к гирляндам на потолке и забарабанил пальцами по столу.  Человек, казнив блоху, отошел и сел на стул.  Руки он при этом, опустив кисти, развесил вдоль лацканов пиджака.  Глаза его скосились к шашкам паркета.",0
" Он созерцал свои башмаки и это доставляло ему большое удовольствие.  Филипп Филиппович посмотрел туда, где сияли резкие блики на тупых носках, глаза прижмурил и заговорил:
 Филиппа Филипповича несколько передернуло. 
 При этом он посучил лакированными ногами по паркету. 
 Филипп Филиппович умолк, глаза его ушли в сторону. 
 Филипп Филиппович выкатил глаза.",0
"
 Человек победоносно молчал. 
 Человек поправил галстук и ответил. 
 Язвительная усмешка искривила усишки человека. 
 Филипп Филиппович налился кровью и, наполняя стакан, разбил его.",0
" Напившись из другого, подумал: ""еще немного, он меня учить станет и будет совершенно прав.  В руках не могу держать себя"". 
 Он повернулся на стуле, преувеличенно вежливо склонил стан и с железной твердостью произнес. 
 Филипп Филиппович, не вставая, закинулся к кнопке на обоях, и на звонок явилась Зина.",0
"
 Протекла пауза.  Когда Зина вернулась с календарем, Филипп Филиппович спросил. 
 Зина, испуганно тараща глаза, ушла с календарем, а человек покачал укоризненно головою. 
 В кабинете перед столом стоял председатель домкома Швондер в кожаной тужурке.",0
